unix_timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1784518684.977706,-0.02979,0.01168,-0.99818,-0.00469,0.00506,0.01312
1784518684.977706,-0.03382,0.01281,-0.98838,0.01939,0.01449,-0.00087
1784518685.1911418,-0.03572,0.0156,-1.00177,0.00636,-0.00181,0.00373
1784518685.383747,-0.02194,0.00653,-0.99374,-0.00701,0.00116,0.03749
1784518685.383747,-0.05422,0.06218,-1.00043,0.01949,-0.0101,0.38716
1784518685.5924673,-0.0058,0.03107,-1.00552,-0.00132,-0.01055,0.46672
1784518685.595557,0.00405,-0.03593,-1.00193,0.01497,0.01396,0.51967
1784518685.7974176,0.00934,0.02346,-0.99966,0.01919,-0.00648,0.46619
1784518685.7974176,-0.02699,0.00448,-0.9976,0.00654,0.00302,0.53125
1784518685.9990728,-0.01537,0.01525,-0.98962,0.03177,0.01494,0.54354
1784518686.2066154,0.00366,-0.00171,-1.00975,-0.00859,-0.00322,0.48714
1784518686.4087374,-0.00483,0.03318,-0.9979,0.00553,-0.0056,0.52106
1784518686.6076152,-0.01195,-0.05328,-0.99779,0.0017,0.01005,0.54094
1784518686.8218136,-0.01139,-0.00583,-0.99586,0.00989,-0.00654,0.54324
1784518686.8900914,-0.02086,0.0084,-0.99233,0.01434,0.00725,0.52521
1784518687.0328035,-0.02295,0.02532,-0.99226,0.004,0.00523,0.5445
1784518687.2271073,-0.01352,-0.03885,-0.99593,0.00831,-0.00265,0.52519
1784518687.2271073,0.01621,0.0055,-0.99716,0.01234,-0.00354,0.52266
1784518687.4273865,-0.00765,0.02745,-0.99503,0.01253,0.00192,0.55094
1784518687.6351774,-0.004,-0.01363,-1.00248,0.00032,-0.00424,0.49422
1784518687.8424034,-0.00376,0.03116,-0.99674,0.01166,-0.02051,0.52829
1784518688.0171402,-0.0079,0.01756,-0.99632,0.01565,-0.01265,0.52193
1784518688.2421746,-0.01761,0.02315,-1.00891,-0.00029,-0.00882,0.52233
1784518688.4534395,-0.01674,0.00341,-0.99993,0.00781,0.00577,-0.01195
1784518688.665152,-0.00961,0.0042,-1.00105,0.00397,0.00412,0.00943
1784518688.665152,0.22403,0.00276,-0.99804,0.04472,0.06612,-0.01759
1784518688.8697882,0.16354,-0.01048,-0.98372,0.0112,0.00283,0.07394
1784518688.8707752,0.16028,0.01771,-0.99363,0.00021,0.01497,-0.0136
1784518689.0332255,0.16162,0.00189,-0.98007,-0.02876,0.03426,0.02731
1784518689.0407255,-0.12911,0.00086,-1.00906,-0.00379,-0.0688,0.01474
1784518689.2829967,-0.14027,0.01039,-1.00651,-0.08576,-0.00937,0.03455
1784518689.4843516,0.07604,-0.01658,-0.99396,0.01557,0.01353,0.00629
1784518689.6926167,-0.00886,-0.02267,-0.97866,0.00274,0.04415,0.05417
1784518689.8961158,-0.00974,0.06078,-0.96482,0.01204,-0.03122,-0.03252
1784518689.8961158,-0.11028,0.08095,-0.99111,0.00392,0.00145,-0.07179
1784518690.0208828,0.12612,0.00937,-1.00924,-0.00723,-0.012,0.04021
1784518690.0850978,-0.02935,0.00673,-0.99703,0.0219,0.00317,0.02834
1784518690.2961864,-0.03384,0.01243,-0.99993,0.01651,0.00028,0.0058
1784518690.2961864,-0.03418,0.01983,-0.99913,-0.00413,0.0009,0.00762
1784518690.507657,-0.02979,0.02,-0.99862,0.01009,-0.00713,-0.00575
1784518690.708573,-0.03001,0.02554,-0.99706,0.0057,0.00244,-0.00465
1784518690.708573,-0.03343,0.01035,-0.99495,0.01128,-0.00693,0.00416
1784518690.9049742,-0.03493,0.00146,-0.99646,-0.00504,-0.00148,0.00785
1784518691.1318262,-0.03157,0.01329,-0.99854,0.0013,-0.00132,0.00112
1784518691.1318262,-0.02359,0.0194,-0.99723,0.00794,0.00481,-0.00519
1784518691.3209453,-0.02691,0.00768,-0.99814,0.00849,0.00129,0.00562
1784518691.3209453,-0.01702,0.04076,-0.99467,0.01503,-0.00178,0.46304
1784518691.5333624,-0.0185,0.00562,-0.99866,0.01185,0.00678,0.46528
1784518691.7340426,0.00698,0.01975,-1.00071,0.01586,9e-05,0.45178
1784518691.7340426,-0.01003,0.01172,-0.99902,0.00828,0.00392,0.55748
1784518691.9359708,-0.03051,-0.0017,-0.9913,0.01268,-3e-05,0.51367
1784518691.9424286,-0.0278,-0.05135,-0.99763,0.01116,0.00085,0.53788
1784518692.046784,-0.0001,0.01443,-0.99564,0.0077,0.00573,0.50628
1784518692.1582427,-0.01139,0.01817,-0.99946,0.0193,-0.01505,0.50362
1784518692.3459098,-0.01908,-0.00182,-0.99527,-0.00216,0.01125,0.56027
1784518692.3536615,-0.0251,0.02927,-1.00146,0.00079,0.00143,0.51252
1784518692.546344,-0.01545,-0.02534,-0.99638,0.00568,0.00902,0.53484
1784518692.5615854,0.02486,-0.00389,-0.99589,-0.02002,0.01559,0.51513
1784518692.7586741,-0.00613,0.02254,-1.00623,0.00438,-0.00018,0.5266
1784518692.9630322,-0.02237,-0.00052,-0.98476,0.02662,0.01039,0.58416
1784518693.0565047,0.01619,0.00847,-1.00135,-0.00216,0.00492,0.46419
1784518693.1697836,-0.04348,0.04705,-1.00414,-0.00225,-0.00434,0.49367
1784518693.3724809,0.00511,0.00281,-0.99392,0.02219,0.0122,0.55006
1784518693.5788207,-0.01292,-0.04792,-0.99702,-0.00014,-0.02502,0.6022
1784518693.5805066,-0.02317,0.00827,-0.99477,0.00838,-0.00059,0.52091
1784518693.7835972,-0.03204,0.02357,-1.01549,-0.00179,-0.01295,0.47666
1784518693.7835972,0.01562,0.03713,-1.00085,-0.00063,0.00753,0.53016
1784518693.9864912,-0.00192,0.00392,-0.99303,0.02308,-0.0101,0.56513
1784518693.9864912,-0.02904,-0.04081,-0.99921,-0.00587,-0.00729,0.52526
1784518694.1933098,-0.01116,0.03394,-0.99562,-0.0007,0.00692,0.51223
1784518694.3895233,0.03984,0.07122,-0.99822,-0.00742,-0.01007,0.40347
1784518694.3895233,0.00027,0.04042,-0.99478,0.00963,0.0052,-0.03407
1784518694.6042683,-0.01649,0.01527,-0.99948,0.00515,0.00622,0.00435
1784518694.6068134,-0.01796,0.00799,-0.99875,0.00333,0.00313,0.00234
1784518694.8067677,-0.01593,0.01017,-0.99718,0.00547,0.0041,0.00664
1784518694.8067677,-0.01146,0.01188,-0.99805,0.00094,0.00319,0.00679
1784518694.9178615,-0.00848,0.01215,-0.99716,0.00416,0.00404,0.00495
