1787633973.3397021,0.0,0.0,0.0
1787633974.4628272,1e-05,1e-05,0.0
1787633975.27958,0.08707,0.05511,0.0
1787633976.3205645,0.26887,0.16832,0.0
1787633977.360494,0.44922,0.27818,0.0
1787633978.4304926,0.61818,0.38084,0.0
1787633979.4503908,0.79661,0.48831,0.0
1787633980.4705894,0.96786,0.59061,0.0
1787633981.5007756,1.14905,0.69714,0.0
1787633982.4802513,1.34681,0.75845,0.0
1787633983.5199382,1.56965,0.77437,0.0
1787633984.540322,1.80501,0.78913,0.0
1787633985.510725,2.01167,0.83205,0.0
1787633986.5596867,2.20433,0.90189,0.0
1787633987.5715802,2.38936,1.00593,0.0
1787634045.4415245,0.0,0.0,0.0
1787634046.480517,3e-05,-6e-05,0.0
1787634047.39816,0.11936,0.08814,0.0
1787634048.482061,0.2763,0.20196,0.0
1787634049.4806583,0.44476,0.32435,0.0
1787634050.561102,0.60525,0.44007,0.0
1787634051.4942195,0.7686,0.55606,0.0
1787634052.5196977,0.94058,0.67582,0.0
1787634053.5103214,1.20573,0.71386,0.0
1787634054.572628,1.41578,0.78729,0.0
1787634055.5564733,1.72407,0.79507,0.0
1787634056.64076,1.97863,0.83151,0.0
1787634057.61043,2.17849,0.93286,0.0
1787634146.4957924,0.0,0.0,0.0
1787634147.6120105,-0.0,-3e-05,0.0
1787634148.5367777,0.08026,0.05797,0.0
1787634149.530542,0.25258,0.17965,0.0
1787634150.5715547,0.41643,0.2949,0.0
1787634151.6227894,0.58634,0.41408,0.0
1787634152.6441426,0.74948,0.52805,0.0
1787634153.6748078,0.92466,0.64681,0.0
1787634154.6755948,1.08958,0.75798,0.0
1787634155.7123718,1.31929,0.82653,0.0
1787634156.7317908,1.53257,0.90588,0.0
1787634157.7718737,1.7273,0.99896,0.0
1787634158.7704349,1.93762,1.07577,0.0
1787634159.790635,2.10715,1.18307,0.0
1787634391.4333713,0.0,0.0,0.0
1787634392.559483,2e-05,-4e-05,0.0
1787634394.1387088,0.07799,0.06384,0.0
1787634394.6745956,0.29066,0.23766,0.0
1787634396.3906167,0.45344,0.36897,0.0
1787634398.663402,0.92103,0.52955,0.0
1787634399.4748197,1.32546,0.56456,0.0
1787634400.4271889,1.67132,0.60128,0.0
1787634401.4884546,1.98898,0.62916,0.0
1787634402.5573144,2.30841,0.655,0.0
1787634407.0125587,2.70163,0.85806,0.0
1787634829.9078686,0.0,0.0,0.0
1787634830.9271996,5e-05,-0.0,0.0
1787634831.9479196,0.11845,0.08693,0.0
1787634833.0087526,0.28427,0.21007,0.0
1787634834.008887,0.44501,0.32804,0.0
1787634835.0534163,0.61596,0.44976,0.0
1787634836.0474033,0.777,0.56548,0.0
1787634837.0572023,0.942,0.68045,0.0
1787634838.1180274,1.12379,0.77971,0.0
1787634839.1081645,1.32061,0.80581,0.0
1787634840.1073537,1.51856,0.80966,0.0
1787634841.1579566,1.72797,0.81236,0.0
1787634842.1677175,1.92739,0.81204,0.0
1787634843.187118,2.13169,0.81301,0.0
1787634844.2372215,2.3422,0.8129,0.0
1787634845.207502,2.545,0.81223,0.0
1787634846.2270336,2.75641,0.80925,0.0
1787634847.2288237,2.94769,0.80538,0.0
1787634848.2776291,3.0077,0.8469,0.0
1787634891.3508499,0.0,0.0,0.0
1787634892.449388,-3e-05,5e-05,0.0
1787634893.4414566,0.05313,0.0417,0.0
1787634894.4093807,0.1275,0.09837,0.0
1787634895.4678543,0.20731,0.16288,0.0
1787634896.4869404,0.28954,0.22569,0.0
1787634897.537298,0.37231,0.28783,0.0
1787634898.5241408,0.45821,0.34313,0.0
1787634899.602613,0.54165,0.39694,0.0
1787634900.6473043,0.62711,0.45214,0.0
1787634901.6577034,0.71629,0.51055,0.0
1787634902.6677973,0.80141,0.56476,0.0
1787634903.6675966,0.89059,0.62005,0.0
1787634904.667093,0.97405,0.67408,0.0
1787634905.686968,1.0912,0.70617,0.0
1787634906.7471755,1.18954,0.71432,0.0
1787634907.7172287,1.28557,0.72102,0.0
1787634908.7181175,1.38924,0.72795,0.0
1787634909.7674105,1.48861,0.73336,0.0
1787634910.7776952,1.58581,0.73591,0.0
1787634911.777119,1.69125,0.73894,0.0
1787634912.7870448,1.78875,0.74005,0.0
1787634913.8481116,1.89059,0.74347,0.0
1787634914.80861,1.98943,0.74537,0.0
1787634915.828154,2.09457,0.74901,0.0
1787634916.8574178,2.1949,0.75193,0.0
1787634917.9182525,2.29926,0.75439,0.0
1787634979.4070842,0.0,0.0,0.0
1787634980.3977559,-0.0,4e-05,0.0
1787634981.4994137,0.0412,0.03189,0.0
1787634982.5180964,0.12407,0.09983,0.0
1787634983.4794662,0.202,0.16253,0.0
1787634984.5423145,0.28571,0.22785,0.0
1787634985.5768983,0.37182,0.28612,0.0
1787634986.559119,0.46167,0.33922,0.0
1787634987.6679156,0.55168,0.39232,0.0
1787634988.6474473,0.63726,0.44423,0.0
1787634989.697266,0.72326,0.49491,0.0
1787634990.697896,0.81554,0.54684,0.0
1787634991.7069016,0.90188,0.59655,0.0
1787634992.7422948,0.9932,0.64813,0.0
1787634993.7372248,1.08081,0.69624,0.0
1787634994.827352,1.19349,0.74329,0.0
1787634995.8086312,1.31021,0.75249,0.0
1787634996.8168092,1.41289,0.756,0.0
1787634997.877747,1.51114,0.75789,0.0
1787634998.8572683,1.6082,0.75935,0.0
1787634999.879582,1.71271,0.76105,0.0
1787635000.954101,1.81348,0.76254,0.0
1787635001.924769,1.91799,0.76295,0.0
1787635002.9671996,2.01968,0.7672,0.0
1787635003.982872,2.12349,0.7772,0.0
1787635004.9773679,2.22917,0.78483,0.0
1787635006.0140326,2.3286,0.79227,0.0
1787635007.0051486,2.42854,0.79907,0.0
1787635008.0469646,2.5343,0.80355,0.0
1787635009.07183,2.64075,0.77875,0.0
1787635010.087368,2.73812,0.75777,0.0
1787635071.5836966,0.0,0.0,0.0
1787635072.5840406,-0.0,3e-05,0.0
1787635073.6045947,0.06089,0.0524,0.0
1787635074.6190534,0.13322,0.1184,0.0
1787635075.647001,0.20487,0.18593,0.0
1787635076.6670094,0.27764,0.25474,0.0
1787635077.6976485,0.3536,0.32934,0.0
1787635078.7172022,0.42846,0.40354,0.0
1787635079.7469301,0.49706,0.47493,0.0
1787635080.7656167,0.56953,0.55091,0.0
1787635081.7869518,0.63901,0.62321,0.0
1787635082.806752,0.70936,0.69255,0.0
1787635083.825851,0.78509,0.76725,0.0
1787635084.8428535,0.85849,0.83298,0.0
1787635129.7075503,0.0,0.0,0.0
1787635130.752901,-3e-05,-4e-05,0.0
1787635131.8166952,0.05946,0.04732,0.0
1787635132.8270278,0.13255,0.1191,0.0
1787635133.8769097,0.19961,0.19397,0.0
1787635134.8069613,0.27807,0.26446,0.0
1787635135.845354,0.35965,0.32473,0.0
1787635136.8468904,0.44572,0.37683,0.0
1787635137.8650603,0.53958,0.42354,0.0
1787635138.8839588,0.62232,0.47294,0.0
1787635139.9054005,0.70306,0.53078,0.0
1787635140.9253764,0.78282,0.59716,0.0
1787635141.9472704,0.86277,0.65996,0.0
1787635142.9376457,0.94468,0.71814,0.0
1787635143.9769616,1.03278,0.76799,0.0
1787635145.0009992,1.12809,0.80846,0.0
1787635146.0242012,1.22247,0.84163,0.0
1787635147.0368695,1.3193,0.86425,0.0
1787635148.0370202,1.41623,0.88151,0.0
1787635149.057221,1.5188,0.89519,0.0
1787635150.0817218,1.61812,0.90915,0.0
1787635151.0981414,1.71635,0.91744,0.0
1787635152.1261408,1.82133,0.93358,0.0
1787635153.1371624,1.92177,0.94735,0.0
1787635154.146958,2.02239,0.95349,0.0
1787635155.181085,2.12707,0.96919,0.0
1787635156.225943,2.22522,0.99073,0.0
1787635206.3078806,0.0,0.0,0.0
1787635207.3468943,2e-05,-1e-05,0.0
1787635208.356603,0.05536,0.03708,0.0
1787635209.3770163,0.13917,0.09376,0.0
1787635210.3989806,0.21984,0.14894,0.0
1787635211.4270368,0.30521,0.21195,0.0
1787635212.436901,0.38547,0.27269,0.0
1787635213.4578989,0.46813,0.33467,0.0
1787635214.487007,0.54791,0.39578,0.0
1787635215.5069811,0.62825,0.46135,0.0
1787635216.5467293,0.70466,0.52242,0.0
1787635217.5704384,0.78597,0.59023,0.0
1787635218.576871,0.86258,0.65516,0.0
