unix_timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1787547001.6050875,0.00689,0.00457,-0.9903,-0.00455,0.00559,0.54997
1787547001.619397,-0.00785,0.02623,-1.0038,0.00292,8e-05,0.5239
1787547001.7240448,-0.02779,0.01621,-0.99551,-0.00088,-0.00691,0.54575
1787547001.8209708,-0.00871,0.00816,-0.99241,0.02153,0.00719,0.51101
1787547001.9282527,-0.00388,-0.01167,-0.99286,0.01144,-0.00177,0.48399
1787547002.1249096,0.00473,-0.00953,-0.98927,-0.00222,-0.00534,0.5999
1787547002.1362789,-0.01889,-0.01651,-0.99373,0.00345,0.00235,0.55308
1787547002.2500415,-0.02589,-0.00576,-0.99268,0.00767,-0.00517,0.52884
1787547002.4150262,-0.01451,-0.00201,-0.98711,0.02444,0.0107,0.50881
1787547002.4306588,0.0037,-0.01297,-0.99838,0.00948,0.00024,0.51192
1787547002.5448499,0.01108,0.02482,-0.99248,-0.00521,-0.01223,0.55654
1787547002.6370847,-0.02169,-0.03539,-0.99732,0.01117,0.01231,0.54341
1787547002.732975,-0.02652,-0.00776,-0.98795,0.0041,-0.00263,0.54505
1787547002.844699,-0.00465,0.03026,-0.991,0.01199,0.00472,0.46601
1787547002.9588373,-0.00574,0.02827,-0.99266,-0.00161,-0.01042,0.55142
1787547003.1536574,-0.00789,-0.0013,-1.00983,-0.00767,-0.01439,0.55169
1787547003.4460528,-0.01221,0.00112,-0.99526,0.00334,0.00434,0.516
1787547003.4460528,-0.00625,0.02737,-0.99656,0.00193,-0.01744,0.58923
1787547003.5602074,-0.0183,-0.02315,-0.9976,0.01478,0.02365,0.52268
1787547003.6604824,-0.00111,0.01732,-1.00057,0.00198,-0.01336,0.50894
1787547003.7604184,0.01232,0.05261,-0.99495,0.00381,-0.00202,0.07302
1787547003.9702091,0.18253,0.01312,-0.98401,0.01971,0.05813,0.00626
1787547004.2646835,0.0745,-0.02034,-1.00927,0.04431,0.01164,-0.03875
1787547004.2646835,0.20658,-0.00788,-0.9816,0.04237,0.0057,0.01297
1787547004.376981,0.00413,-0.02282,-1.00772,-0.02075,-0.06101,0.05951
1787547004.4732685,-0.08604,0.01726,-0.99459,-0.01427,-0.03115,-9e-05
1787547004.5919266,0.0719,-0.0011,-1.06251,-0.00955,-0.12571,0.01787
1787547004.6748025,-0.28734,0.00601,-0.99101,-0.03126,-0.02611,0.01078
1787547004.72389,0.03387,0.04026,-1.01041,0.09447,0.00401,-0.00427
1787547004.8831954,-0.09989,0.0046,-0.96737,0.004,-0.0131,0.00026
1787547004.9949844,-0.16485,0.01399,-0.97852,0.03962,0.00987,-0.01702
1787547005.0912676,0.13327,0.04399,-1.00294,0.01619,0.04152,-0.00081
1787547005.1883578,-0.22886,0.02345,-1.00428,0.02026,-0.02013,-0.01809
1787547005.2854536,-0.00551,-0.00705,-0.99624,-0.00368,0.01357,0.05164
1787547005.4153657,-0.03805,0.00253,-0.99692,0.0048,0.00407,0.00366
1787547005.4326396,-0.02979,0.00358,-0.99422,-0.00466,0.00409,0.01266
1787547005.5770588,-0.0358,0.00569,-0.99529,5e-05,0.00554,0.00365
1787547005.6955707,-0.03199,0.00799,-0.99507,0.0044,0.0021,0.00801
1787547005.760219,-0.02223,0.01061,-0.99507,0.00355,-0.00062,0.00605
1787547005.9042597,-0.01721,0.0096,-0.99616,0.00194,0.00074,0.01043
1787547006.013507,-0.00942,0.00727,-0.99485,0.00368,0.00424,0.00529
1787547006.1091528,-0.00766,0.00903,-0.99515,0.00334,0.0026,0.00694
1787547006.2114775,-0.00191,0.00893,-0.99509,0.00397,0.00187,0.00635
1787547006.315838,0.00155,0.00751,-0.99528,0.00462,-0.00148,0.00587
1787547006.4377408,0.01658,0.04404,-0.99791,-0.00184,-0.01245,0.42093
1787547006.5094545,0.01571,-0.00754,-0.99729,0.00511,0.00544,0.41765
1787547006.6226912,0.00359,0.02126,-0.98219,0.01694,0.01348,0.47677
