unix_timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1787802043.5763113,-0.00861,0.00861,-1.00009,0.00162,0.00491,0.00546
1787802043.771553,-0.00709,0.00833,-0.99787,0.00195,0.00537,0.00208
1787802043.771553,-0.00917,0.00832,-1.00202,0.00505,0.00789,0.00285
1787802043.974433,-0.007,0.00654,-0.99855,0.00629,0.00554,0.00396
1787802044.083046,-0.00863,0.00683,-1.00121,0.00364,0.00384,0.00409
1787802044.18115,-0.00531,0.00728,-1.00052,0.00209,0.0055,0.00306
1787802044.2324238,-0.00867,0.00817,-1.00182,0.0044,0.00558,0.00546
1787802044.368366,-0.008,0.00719,-1.00261,0.0019,0.00599,0.00105
1787802044.5842075,-0.00719,0.00842,-0.99978,0.0037,0.00395,0.00495
1787802044.597427,-0.00772,0.00788,-0.99994,0.00756,0.00421,0.00343
1787802044.7088873,-0.00816,0.00847,-0.99956,0.00441,0.0045,0.00493
1787802044.7991226,-0.00646,0.00717,-1.00008,0.00524,0.00602,0.00406
1787802044.9181712,-0.00869,0.00675,-1.00053,0.00369,0.00351,0.00403
1787802044.9331748,-0.00849,0.00667,-1.00176,0.00405,0.00489,0.00348
1787802045.0446596,-0.0076,0.00695,-1.00026,0.00271,0.00552,0.00683
1787802045.1802945,-0.00753,0.00709,-1.00041,0.00423,0.00442,0.00449
1787802045.3144925,-0.00649,0.00705,-1.00116,0.00344,0.00403,0.00292
1787802045.3351722,-0.00848,0.00807,-1.00105,0.00581,0.00275,0.00292
1787802045.4451027,-0.00731,0.00847,-1.0016,0.00478,0.00469,0.00327
1787802045.5931354,-0.00816,0.00901,-0.99998,0.0042,0.00402,0.00397
1787802045.7319763,-0.00721,0.00756,-0.99881,0.00624,0.00611,0.00342
1787802045.8167076,-0.00259,0.00747,-1.00301,0.00978,-0.07366,-0.00539
1787802045.9440205,-0.01138,0.0044,-1.00184,-0.00131,0.01477,-0.00677
1787802045.959722,-0.04209,0.01507,-1.00078,0.00535,-0.03501,0.02312
1787802046.123098,0.00728,-0.01936,-0.99856,0.0048,0.02357,0.0123
1787802046.1813514,0.00218,-0.00469,-1.00082,0.00447,0.00766,0.0126
1787802046.299257,-0.00155,0.00403,-1.00199,0.00466,0.00572,0.0058
1787802046.4375112,-0.00973,0.00699,-0.99858,0.00157,0.01554,0.00525
1787802046.4519172,-0.01439,0.00622,-1.00075,0.00326,0.00283,0.004
1787802046.5643456,-0.00636,0.00879,-1.00103,0.00319,0.00722,0.00277
1787802046.6424978,-0.00353,0.00696,-1.00124,0.003,0.00781,0.00481
1787802046.7648482,-0.0085,0.0076,-1.00146,0.00665,-0.0055,0.00419
1787802046.854542,-0.00983,0.01488,-0.99934,0.0048,-0.00198,-0.00318
1787802046.960263,-0.00418,0.00607,-1.00124,0.00481,0.0092,0.00389
