unix_timestamp,ir1_raw,ir1_cm,ir2_raw,ir2_cm
1788405826.191657,,-1.0,,-1.0
1788405826.293627,,-1.0,,-1.0
1788405826.399228,,-1.0,,-1.0
1788405826.5108213,,-1.0,,-1.0
1788405826.6206331,,-1.0,,-1.0
1788405826.7338872,,-1.0,,-1.0
1788405826.8444781,,-1.0,,-1.0
1788405826.9540558,,-1.0,,-1.0
1788405827.0694952,,-1.0,,-1.0
1788405827.1830652,,-1.0,,-1.0
1788405827.294681,,-1.0,,-1.0
1788405827.404279,,-1.0,,-1.0
1788405827.5185988,,-1.0,,-1.0
1788405827.6352916,,-1.0,,-1.0
1788405827.7392943,,-1.0,,-1.0
1788405827.8436925,,-1.0,,-1.0
1788405827.9518623,,-1.0,,-1.0
1788405828.0572612,,-1.0,,-1.0
1788405828.168768,,-1.0,,-1.0
1788405828.2732306,,-1.0,,-1.0
1788405828.3770652,,-1.0,,-1.0
1788405828.4821172,,-1.0,,-1.0
1788405828.5852327,,-1.0,,-1.0
1788405828.690352,,-1.0,,-1.0
1788405828.7947853,,-1.0,,-1.0
1788405828.8974154,,-1.0,,-1.0
1788405829.0030968,,-1.0,,-1.0
1788405829.1056292,,-1.0,,-1.0
1788405829.2197685,,-1.0,,-1.0
1788405829.3386962,,-1.0,,-1.0
1788405829.4433608,,-1.0,,-1.0
1788405829.5504324,,-1.0,,-1.0
1788405829.6513827,,-1.0,,-1.0
1788405829.7554562,,-1.0,,-1.0
1788405829.8616717,,-1.0,,-1.0
1788405829.9750125,,-1.0,,-1.0
1788405830.0829961,,-1.0,,-1.0
1788405830.1913047,,-1.0,,-1.0
1788405830.2969646,,-1.0,,-1.0
1788405830.4064422,,-1.0,,-1.0
1788405830.5086627,,-1.0,,-1.0
1788405830.6101203,,-1.0,,-1.0
1788405830.7275648,,-1.0,,-1.0
1788405830.83563,,-1.0,,-1.0
1788405830.9416163,,-1.0,,-1.0
1788405831.0450242,,-1.0,,-1.0
1788405831.1509001,,-1.0,,-1.0
1788405831.2621326,,-1.0,,-1.0
1788405831.3639016,,-1.0,,-1.0
1788405831.4748197,,-1.0,,-1.0
1788405831.5801525,,-1.0,,-1.0
1788405831.6863081,,-1.0,,-1.0
1788405831.7976844,,-1.0,,-1.0
1788405831.903941,,-1.0,,-1.0
1788405832.0053234,,-1.0,,-1.0
1788405832.1073515,,-1.0,,-1.0
1788405832.2157364,,-1.0,,-1.0
1788405832.3298483,,-1.0,,-1.0
1788405832.4333384,,-1.0,,-1.0
1788405832.5361834,,-1.0,,-1.0
1788405832.6401799,,-1.0,,-1.0
1788405832.7417748,,-1.0,,-1.0
1788405832.847045,,-1.0,,-1.0
1788405832.9686089,,-1.0,,-1.0
1788405833.08022,,-1.0,,-1.0
1788405833.18943,,-1.0,,-1.0
1788405833.2922878,,-1.0,,-1.0
1788405833.409076,,-1.0,,-1.0
1788405833.5226831,,-1.0,,-1.0
1788405833.6289482,,-1.0,,-1.0
1788405833.7300997,,-1.0,,-1.0
1788405833.8372328,,-1.0,,-1.0
1788405833.939525,,-1.0,,-1.0
1788405834.0492783,,-1.0,,-1.0
1788405834.1536462,,-1.0,,-1.0
1788405834.260385,,-1.0,,-1.0
1788405834.3617804,,-1.0,,-1.0
1788405834.4723163,,-1.0,,-1.0
1788405834.5882013,,-1.0,,-1.0
1788405834.6950214,,-1.0,,-1.0
1788405834.799614,,-1.0,,-1.0
1788405834.9039419,,-1.0,,-1.0
1788405835.0199184,,-1.0,,-1.0
1788405835.1245542,,-1.0,,-1.0
1788405835.2317076,,-1.0,,-1.0
1788405835.3340626,,-1.0,,-1.0
1788405835.444986,,-1.0,,-1.0
1788405835.5493886,,-1.0,,-1.0
1788405835.6554189,,-1.0,,-1.0
1788405835.759428,,-1.0,,-1.0
1788405835.8620765,,-1.0,,-1.0
1788405835.9781325,,-1.0,,-1.0
1788405836.0942552,,-1.0,,-1.0
1788405836.1980832,,-1.0,,-1.0
1788405836.3067322,,-1.0,,-1.0
1788405836.4202073,,-1.0,,-1.0
1788405836.5211022,,-1.0,,-1.0
1788405836.6247036,,-1.0,,-1.0
1788405836.7295082,,-1.0,,-1.0
1788405836.8317456,,-1.0,,-1.0
1788405836.9367993,,-1.0,,-1.0
1788405837.0488,,-1.0,,-1.0
1788405837.1535673,,-1.0,,-1.0
1788405837.2681298,,-1.0,,-1.0
1788405837.3821785,,-1.0,,-1.0
1788405837.5001228,,-1.0,,-1.0
1788405837.604771,,-1.0,,-1.0
1788405837.7084303,,-1.0,,-1.0
1788405837.8126602,,-1.0,,-1.0
1788405837.9271896,,-1.0,,-1.0
1788405838.042259,,-1.0,,-1.0
1788405838.1558282,,-1.0,,-1.0
1788405838.2569427,,-1.0,,-1.0
1788405838.36433,,-1.0,,-1.0
1788405838.4703588,,-1.0,,-1.0
1788405838.5776908,,-1.0,,-1.0
1788405838.6804757,,-1.0,,-1.0
1788405838.7915945,,-1.0,,-1.0
1788405838.8977177,,-1.0,,-1.0
1788405839.0004284,,-1.0,,-1.0
1788405839.1058373,,-1.0,,-1.0
1788405839.2081904,,-1.0,,-1.0
1788405839.3232367,,-1.0,,-1.0
1788405839.4401984,,-1.0,,-1.0
1788405839.5425844,,-1.0,,-1.0
1788405839.6470945,,-1.0,,-1.0
1788405839.7481804,,-1.0,,-1.0
1788405839.8538167,,-1.0,,-1.0
1788405839.964858,,-1.0,,-1.0
1788405840.0790632,,-1.0,,-1.0
1788405840.1827295,,-1.0,,-1.0
1788405840.2859974,,-1.0,,-1.0
1788405840.3977785,,-1.0,,-1.0
1788405840.506486,,-1.0,,-1.0
1788405840.6105084,,-1.0,,-1.0
1788405840.7306235,,-1.0,,-1.0
1788405840.834163,,-1.0,,-1.0
1788405840.9524055,,-1.0,,-1.0
1788405841.0564015,,-1.0,,-1.0
1788405841.1619177,,-1.0,,-1.0
1788405841.2740042,,-1.0,,-1.0
1788405841.385291,,-1.0,,-1.0
1788405841.4943764,,-1.0,,-1.0
1788405841.6070318,,-1.0,,-1.0
1788405841.7191455,,-1.0,,-1.0
1788405841.821205,,-1.0,,-1.0
1788405841.9252017,,-1.0,,-1.0
1788405842.0278568,,-1.0,,-1.0
1788405842.1324842,,-1.0,,-1.0
1788405842.2461803,,-1.0,,-1.0
1788405842.3546839,,-1.0,,-1.0
1788405842.4581358,,-1.0,,-1.0
1788405842.5662007,,-1.0,,-1.0
1788405842.6684096,,-1.0,,-1.0
1788405842.781673,,-1.0,,-1.0
1788405842.8910425,,-1.0,,-1.0
1788405842.9932442,,-1.0,,-1.0
1788405843.0938003,,-1.0,,-1.0
1788405843.1980672,,-1.0,,-1.0
1788405843.3032126,,-1.0,,-1.0
1788405843.4090385,,-1.0,,-1.0
1788405843.513251,,-1.0,,-1.0
1788405843.6191258,,-1.0,,-1.0
1788405843.7310271,,-1.0,,-1.0
1788405843.8330448,,-1.0,,-1.0
1788405843.9491072,,-1.0,,-1.0
1788405844.064318,,-1.0,,-1.0
1788405844.1770782,,-1.0,,-1.0
1788405844.28176,,-1.0,,-1.0
1788405844.3883753,,-1.0,,-1.0
1788405844.4928393,,-1.0,,-1.0
1788405844.5984101,,-1.0,,-1.0
1788405844.7021744,,-1.0,,-1.0
1788405844.813181,,-1.0,,-1.0
1788405844.9172938,,-1.0,,-1.0
1788405845.0212195,,-1.0,,-1.0
1788405845.1234498,,-1.0,,-1.0
1788405845.2284336,,-1.0,,-1.0
1788405845.3418689,,-1.0,,-1.0
1788405845.4531536,,-1.0,,-1.0
1788405845.563864,,-1.0,,-1.0
1788405845.6657405,,-1.0,,-1.0
1788405845.7696822,,-1.0,,-1.0
1788405845.8740003,,-1.0,,-1.0
1788405845.9793532,,-1.0,,-1.0
1788405846.08347,,-1.0,,-1.0
1788405846.1952872,,-1.0,,-1.0
1788405846.2981386,,-1.0,,-1.0
1788405846.4018564,,-1.0,,-1.0
1788405846.514048,,-1.0,,-1.0
1788405846.617061,,-1.0,,-1.0
1788405846.7230809,,-1.0,,-1.0
1788405846.825462,,-1.0,,-1.0
1788405846.9458058,,-1.0,,-1.0
1788405847.0486145,,-1.0,,-1.0
1788405847.1526027,,-1.0,,-1.0
1788405847.2563725,,-1.0,,-1.0
1788405847.3620143,,-1.0,,-1.0
1788405847.4662142,,-1.0,,-1.0
1788405847.5753741,,-1.0,,-1.0
1788405847.6896136,,-1.0,,-1.0
1788405847.7944825,,-1.0,,-1.0
1788405847.897429,,-1.0,,-1.0
1788405847.9997687,,-1.0,,-1.0
1788405848.101923,,-1.0,,-1.0
1788405848.2097738,,-1.0,,-1.0
1788405848.312343,,-1.0,,-1.0
1788405848.4184325,,-1.0,,-1.0
1788405848.5295727,,-1.0,,-1.0
