unix_timestamp,x,y,z
1787802044.18115,0.0,0.0,0.0
1787802045.1873302,-3e-05,0.00015,0.0
1787802046.1945899,-0.00146,-0.00031,0.0
1787802047.2567396,-0.00203,-0.00013,0.0
1787802048.2117367,-0.00206,-9e-05,0.0
1787802049.258323,-0.00206,-5e-05,0.0
1787802050.2302184,-0.00114,-0.00031,0.0
1787802051.2741387,-0.00164,0.00026,0.0
1787802052.3678892,-0.00106,-5e-05,0.0
1787802053.3579752,-0.00023,0.0004,0.0
1787802054.2918355,0.07245,0.01359,0.0
1787802055.2906163,0.14682,0.08124,0.0
1787802056.3326938,0.22998,0.14169,0.0
1787802057.3555188,0.3145,0.19986,0.0
1787802058.4118145,0.40303,0.25775,0.0
1787802059.4116752,0.4983,0.30798,0.0
1787802060.415915,0.59415,0.35576,0.0
1787802061.4578261,0.68484,0.40923,0.0
1787802062.470219,0.77166,0.46429,0.0
1787802063.46719,0.8526,0.53717,0.0
1787802064.4982877,0.95552,0.56478,0.0
1787802065.5108917,1.04251,0.61749,0.0
1787802066.6039577,1.09992,0.64195,0.0
1787802067.539507,1.09954,0.64022,0.0
1787802068.5434315,1.09999,0.63812,0.0
1787802069.566244,1.10266,0.63629,0.0
1787802070.6036687,1.10279,0.63381,0.0
1787802071.627975,1.10611,0.63487,0.0
1787802072.653639,1.10577,0.63613,0.0
1787802073.66577,1.10758,0.63592,0.0
1787802074.7003849,1.10699,0.63539,0.0
1787802075.7148893,1.10767,0.63553,0.0
1787802076.746319,1.10353,0.68184,0.0
1787802077.6946647,1.06942,0.75743,0.0
1787802078.7952895,1.01769,0.83274,0.0
1787802079.7218347,0.97848,0.88824,0.0
1787802080.7542787,0.9785,0.88532,0.0
1787802081.8711004,0.97895,0.88427,0.0
1787802082.8128896,0.98083,0.88785,0.0
1787802083.813092,0.97579,0.88795,0.0
1787802084.8646388,0.97881,0.8873,0.0
1787802085.9677672,0.97803,0.88825,0.0
1787802086.9891355,0.97723,0.8886,0.0
1787802087.9316347,0.98004,0.8872,0.0
1787802088.9188857,0.9786,0.88637,0.0
1787802089.9662783,0.97944,0.88701,0.0
1787802090.9609082,0.97997,0.88598,0.0
1787802092.111849,0.98195,0.88411,0.0
1787802093.0100963,0.98411,0.88474,0.0
1787802094.0659776,0.98251,0.88451,0.0
1787802095.0514753,0.98396,0.88451,0.0
1787802096.113695,0.98283,0.88385,0.0
1787802097.132681,0.98101,0.88351,0.0
1787802098.1523905,0.98243,0.88307,0.0
