unix_timestamp,ir1_raw,ir1_cm,ir2_raw,ir2_cm
1788186382.7558742,41,30.0,188,19.37
1788186382.8866885,42,30.0,194,18.76
1788186383.0930974,47,30.0,206,17.64
1788186383.3188813,49,30.0,219,16.57
1788186383.6292896,50,30.0,230,15.75
1788186383.818913,45,30.0,231,15.68
1788186383.9562368,39,30.0,235,15.41
1788186384.2307403,41,30.0,230,15.75
1788186384.4551187,47,30.0,230,15.75
1788186384.641763,54,30.0,219,16.57
1788186384.8350427,178,20.48,152,24.05
1788186385.0515926,93,30.0,182,20.02
1788186385.253924,50,30.0,103,30.0
1788186385.4758794,41,30.0,56,30.0
1788186385.6637402,47,30.0,55,30.0
1788186385.8685777,47,30.0,62,30.0
1788186386.0729284,48,30.0,55,30.0
1788186386.2732294,54,30.0,50,30.0
1788186386.4330614,54,30.0,55,30.0
1788186386.6287768,47,30.0,55,30.0
1788186386.8576548,45,30.0,182,20.02
1788186387.0460484,68,30.0,289,12.45
1788186387.2536476,166,21.99,301,11.94
1788186387.4756246,200,18.18,70,30.0
1788186387.7989714,171,21.33,116,30.0
1788186388.0238667,181,20.13,107,30.0
1788186388.327965,182,20.02,85,30.0
1788186388.521664,185,19.69,92,30.0
1788186388.7352731,198,18.37,91,30.0
1788186388.9443445,185,19.69,92,30.0
1788186389.1480002,184,19.8,91,30.0
1788186389.3487616,157,23.27,43,30.0
1788186389.5569284,216,16.8,123,30.0
1788186389.7599585,167,21.86,43,30.0
1788186389.9539616,202,18.0,92,30.0
1788186390.1691864,194,18.76,56,30.0
1788186390.377095,179,20.36,50,30.0
1788186390.5978935,179,20.36,56,30.0
1788186390.79449,182,20.02,50,30.0
1788186390.980229,171,21.33,50,30.0
1788186391.1943982,167,21.86,50,30.0
1788186391.3625746,173,21.08,56,30.0
1788186391.5301993,179,20.36,15,30.0
1788186391.745404,196,18.56,194,18.76
1788186391.8961425,200,18.18,209,17.38
1788186392.0693405,197,18.46,213,17.04
1788186392.298144,203,17.91,213,17.04
1788186392.433949,210,17.29,213,17.04
1788186392.828747,219,16.57,212,17.13
1788186393.033607,221,16.41,213,17.04
1788186393.238253,217,16.72,213,17.04
1788186393.390997,223,16.26,217,16.72
1788186393.663549,224,16.19,213,17.04
1788186393.868358,230,15.75,213,17.04
1788186394.0630825,237,15.28,202,18.0
1788186394.265444,200,18.18,140,26.15
1788186394.4739897,152,24.05,187,19.47
1788186394.6679718,63,30.0,219,16.57
1788186394.815136,97,30.0,242,14.95
1788186395.0880623,59,30.0,238,15.21
1788186395.2333949,161,22.69,111,30.0
1788186395.5139058,67,30.0,191,19.06
1788186395.6921604,159,22.98,218,16.64
1788186395.9123876,190,19.16,231,15.68
1788186396.1116567,185,19.69,232,15.61
1788186396.2467728,179,20.36,235,15.41
1788186396.4600852,178,20.48,237,15.28
1788186396.7184715,177,20.6,231,15.68
1788186396.8697672,6,30.0,205,17.73
1788186397.091101,48,30.0,198,18.37
1788186397.298149,47,30.0,199,18.27
1788186397.456515,51,30.0,214,16.96
1788186397.649032,47,30.0,218,16.64
1788186397.7744613,49,30.0,225,16.11
1788186397.945922,41,30.0,231,15.68
1788186398.1635222,47,30.0,237,15.28
1788186398.3728719,41,30.0,237,15.28
1788186398.5657718,45,30.0,236,15.34
1788186398.774884,48,30.0,236,15.34
1788186398.973618,47,30.0,235,15.41
1788186399.106095,46,30.0,233,15.55
1788186399.3460789,89,30.0,219,16.57
1788186399.5908177,47,30.0,188,19.37
1788186399.7987905,118,30.0,224,16.19
1788186400.0080297,116,30.0,277,13.01
1788186400.1816196,114,30.0,283,12.72
1788186400.3310766,115,30.0,295,12.19
1788186400.6116238,76,30.0,304,11.82
1788186400.7929974,87,30.0,312,11.5
1788186400.993956,213,17.04,200,18.18
1788186401.202285,162,22.54,56,30.0
1788186401.3335366,9,30.0,56,30.0
1788186401.5381083,50,30.0,55,30.0
1788186401.76145,53,30.0,47,30.0
1788186401.9812984,53,30.0,53,30.0
1788186402.123929,51,30.0,50,30.0
1788186402.4574745,44,30.0,50,30.0
1788186402.6638844,54,30.0,50,30.0
1788186402.8045394,58,30.0,49,30.0
1788186402.949333,58,30.0,49,30.0
1788186403.1085756,50,30.0,49,30.0
1788186403.2660797,47,30.0,54,30.0
1788186403.4764338,69,30.0,32,30.0
1788186403.6748366,63,30.0,98,30.0
1788186404.0927436,127,28.87,178,20.48
1788186404.315302,48,30.0,249,14.52
1788186404.5069094,51,30.0,248,14.58
1788186404.6985,47,30.0,260,13.89
1788186404.9059992,57,30.0,272,13.26
1788186405.0832093,62,30.0,272,13.26
1788186405.3070958,296,12.15,312,11.5
1788186405.5172672,251,14.4,417,8.5
1788186405.759643,243,14.89,104,30.0
1788186405.9566946,239,15.14,79,30.0
1788186406.1380978,234,15.48,116,30.0
1788186406.3285365,215,16.88,128,28.64
1788186406.553942,205,17.73,105,30.0
1788186406.7593312,201,18.09,103,30.0
1788186406.9642904,208,17.46,104,30.0
1788186407.16179,202,18.0,91,30.0
1788186407.3546863,197,18.46,97,30.0
1788186407.5753987,182,20.02,132,27.76
1788186407.7908998,128,28.64,134,27.34
1788186407.9894857,74,30.0,147,24.89
1788186408.2298636,65,30.0,128,28.64
1788186408.3677704,47,30.0,56,30.0
1788186408.591622,47,30.0,67,30.0
1788186408.8025024,47,30.0,62,30.0
1788186409.0152035,41,30.0,62,30.0
1788186409.225485,45,30.0,56,30.0
1788186409.4274518,47,30.0,61,30.0
1788186409.6217518,64,30.0,56,30.0
1788186409.773839,41,30.0,6,30.0
1788186410.031274,51,30.0,300,11.98
1788186410.2285058,42,30.0,330,10.85
1788186410.442255,50,30.0,352,10.15
1788186410.6396055,47,30.0,376,9.47
1788186410.8676941,40,30.0,399,8.9
1788186411.0612383,41,30.0,403,8.81
1788186411.2549126,40,30.0,386,9.22
1788186411.6666226,42,30.0,381,9.34
1788186411.8781905,41,30.0,381,9.34
1788186412.0849729,45,30.0,387,9.19
1788186412.29005,53,30.0,335,10.68
1788186412.5103612,59,30.0,242,14.95
1788186412.6992793,98,30.0,289,12.45
1788186412.8948538,68,30.0,254,14.23
1788186413.096786,50,30.0,294,12.23
1788186413.31143,76,30.0,266,13.56
1788186413.4518006,88,30.0,224,16.19
1788186413.730264,109,30.0,152,24.05
1788186413.9241686,250,14.46,44,30.0
1788186414.0905523,329,10.89,50,30.0
1788186414.2894888,338,10.59,53,30.0
1788186414.530321,297,12.11,43,30.0
1788186414.755479,263,13.72,53,30.0
1788186414.9483376,225,16.11,47,30.0
1788186415.1568987,124,30.0,50,30.0
1788186415.314779,35,30.0,50,30.0
1788186415.5201793,53,30.0,49,30.0
1788186415.7422643,55,30.0,50,30.0
1788186415.9852142,59,30.0,54,30.0
1788186416.1804378,51,30.0,49,30.0
1788186416.33094,54,30.0,49,30.0
1788186416.4914753,59,30.0,50,30.0
1788186416.7952158,60,30.0,50,30.0
1788186417.1940007,53,30.0,44,30.0
1788186417.6134973,172,21.21,50,30.0
1788186417.8267558,225,16.11,92,30.0
1788186418.034284,217,16.72,66,30.0
1788186418.2293591,190,19.16,74,30.0
1788186418.3478482,192,18.96,67,30.0
1788186418.585407,175,20.84,61,30.0
1788186418.8102539,156,23.43,56,30.0
1788186419.039801,129,28.42,68,30.0
1788186419.244252,30,30.0,103,30.0
1788186419.4501863,60,30.0,85,30.0
1788186419.613622,86,30.0,75,30.0
1788186419.8243077,107,30.0,68,30.0
1788186420.0406692,110,30.0,62,30.0
1788186420.2765143,96,30.0,55,30.0
1788186420.4851856,104,30.0,67,30.0
1788186420.6757777,99,30.0,60,30.0
1788186420.8804743,93,30.0,68,30.0
1788186421.0615919,96,30.0,62,30.0
1788186421.3103404,35,30.0,86,30.0
1788186421.5036771,124,30.0,116,30.0
1788186421.695989,207,17.55,32,30.0
1788186421.9205873,237,15.28,43,30.0
1788186422.1093073,239,15.14,85,30.0
1788186422.3142166,216,16.8,110,30.0
1788186422.522972,210,17.29,95,30.0
1788186422.6932251,190,19.16,98,30.0
1788186422.9351234,205,17.73,86,30.0
1788186423.1280296,180,20.25,20,30.0
1788186423.271301,167,21.86,31,30.0
1788186423.4444554,166,21.99,39,30.0
1788186423.681531,173,21.08,37,30.0
1788186423.9125829,159,22.98,38,30.0
1788186424.1178994,152,24.05,43,30.0
1788186424.339396,205,17.73,49,30.0
1788186424.5693996,167,21.86,53,30.0
1788186424.7755282,161,22.69,53,30.0
1788186424.9801078,155,23.58,50,30.0
1788186425.190514,161,22.69,53,30.0
1788186425.329929,157,23.27,44,30.0
1788186425.47152,163,22.4,44,30.0
1788186425.7154045,167,21.86,43,30.0
1788186425.932321,146,25.06,12,30.0
1788186426.1740062,148,24.72,200,18.18
1788186426.383072,128,28.64,272,13.26
1788186426.6089804,125,29.34,206,17.64
1788186426.9438167,126,29.1,176,20.72
1788186427.229253,131,27.98,187,19.47
1788186427.4142878,131,27.98,200,18.18
1788186427.6397934,126,29.1,202,18.0
1788186427.7668586,126,29.1,180,20.25
1788186428.0510738,134,27.34,185,19.69
1788186428.2059045,123,30.0,170,21.46
1788186428.3990197,190,19.16,126,29.1
1788186428.6796975,185,19.69,20,30.0
1788186428.8869972,267,13.51,73,30.0
1788186429.0795894,266,13.56,110,30.0
1788186429.204856,233,15.55,98,30.0
1788186429.4217796,231,15.68,110,30.0
1788186429.64589,224,16.19,104,30.0
1788186429.8563879,190,19.16,109,30.0
1788186430.093757,171,21.33,117,30.0
1788186430.3190715,166,21.99,111,30.0
1788186430.5297515,165,22.13,318,11.28
1788186430.7178514,150,24.38,339,10.55
1788186430.8616881,152,24.05,348,10.27
1788186431.1150339,161,22.69,358,9.97
1788186431.3302047,153,23.89,369,9.66
1788186431.533894,156,23.43,375,9.5
1788186431.7235262,168,21.72,376,9.47
1788186431.9497337,155,23.58,370,9.63
1788186432.2341793,167,21.86,370,9.63
1788186432.4277282,160,22.83,375,9.5
1788186432.666677,158,23.12,423,8.37
1788186432.9085376,154,23.74,461,7.65
1788186433.0521984,137,26.73,478,7.36
1788186433.3402252,128,28.64,495,7.1
1788186433.6773825,129,28.42,456,7.74
1788186433.8984008,132,27.76,434,8.15
1788186434.189021,132,27.76,437,8.09
1788186434.4088647,127,28.87,417,8.5
1788186434.60145,125,29.34,428,8.27
1788186434.8186274,123,30.0,428,8.27
1788186435.0191789,126,29.1,430,8.23
1788186435.14288,125,29.34,428,8.27
1788186435.3588686,126,29.1,428,8.27
1788186435.6007206,128,28.64,479,7.35
1788186435.825668,125,29.34,508,6.9
1788186436.0278733,111,30.0,511,6.86
1788186436.3704352,114,30.0,575,6.05
1788186436.5910783,120,30.0,625,5.53
1788186436.826863,116,30.0,648,5.32
1788186437.040989,107,30.0,655,5.26
1788186437.1683526,107,30.0,674,5.1
1788186437.4863298,102,30.0,705,4.86
1788186437.6126745,96,30.0,705,4.86
1788186437.7897449,103,30.0,705,4.86
1788186438.0920324,101,30.0,704,4.86
1788186438.2339494,98,30.0,701,4.89
