unix_timestamp,yaw,pitch,roll
1787802053.3711762,33.05,4.63,3.95
1787802053.5162992,33.05,4.63,3.96
1787802053.6923504,33.06,4.64,3.98
1787802053.9000273,33.16,4.53,4.11
1787802054.1104946,32.96,4.55,4.13
1787802054.3254635,32.86,4.55,4.13
1787802054.5158544,32.85,4.54,3.99
1787802054.7139788,32.84,4.57,3.94
1787802054.9148393,32.82,4.53,3.96
1787802055.1082485,32.82,4.52,3.95
1787802055.3077452,32.81,4.5,3.94
1787802055.5333564,32.66,4.55,3.85
1787802055.7367027,32.6,4.51,3.77
1787802055.9228747,32.65,4.48,3.74
1787802056.1248653,32.75,4.47,3.78
1787802056.3489623,32.68,4.49,3.83
1787802056.5730786,32.48,4.49,3.82
1787802056.776925,32.6,4.46,3.82
1787802056.9726412,32.4,4.46,3.79
1787802057.172975,32.49,4.39,3.82
1787802057.3766623,32.48,4.4,3.86
1787802057.595513,32.27,4.39,3.87
1787802057.7950444,32.35,4.42,3.83
1787802058.001542,32.2,4.42,3.79
1787802058.19253,32.38,4.44,3.73
1787802058.4118145,32.19,4.45,3.77
1787802058.6020195,32.17,4.49,3.78
1787802058.811203,32.28,4.49,3.79
1787802059.0028913,32.14,4.49,3.78
1787802059.2275877,31.9,4.58,3.63
1787802059.4275649,31.83,4.58,3.6
1787802059.6358366,31.88,4.55,3.61
1787802059.8314824,31.97,4.54,3.72
1787802060.0233815,31.83,4.52,3.72
1787802060.2382667,31.82,4.53,3.71
1787802060.4360182,31.81,4.5,3.66
1787802060.6554296,31.72,4.49,3.67
1787802060.8522444,31.86,4.48,3.72
1787802061.0569909,31.83,4.47,3.72
1787802061.2687814,31.8,4.54,3.72
1787802061.4578261,31.8,4.57,3.67
1787802061.6505406,31.62,4.54,3.58
1787802061.8521206,31.69,4.53,3.57
1787802062.051028,31.68,4.56,3.66
1787802062.2787921,31.54,4.59,3.68
1787802062.4765778,31.44,4.6,3.56
1787802062.6718771,31.47,4.61,3.54
1787802062.8773186,31.5,4.62,3.62
1787802063.0735245,31.43,4.69,3.67
1787802063.276847,31.27,4.56,3.59
1787802063.4931774,31.26,4.46,3.54
1787802063.698046,31.22,4.4,3.6
1787802063.900874,31.28,4.28,3.69
1787802064.1269927,31.2,4.23,3.64
1787802064.319128,31.12,4.13,3.61
1787802064.5103455,31.19,4.07,3.62
1787802064.7193782,30.77,4.0,3.56
1787802064.910172,31.02,3.72,3.56
1787802065.117414,30.87,3.72,3.56
1787802065.318657,30.87,3.7,3.48
1787802065.5108917,30.83,3.69,3.52
1787802065.718734,30.83,3.67,3.5
1787802065.9280822,30.67,3.67,3.58
1787802066.2061758,30.96,3.61,3.54
1787802066.3462965,30.94,3.6,3.55
1787802066.6039577,31.02,3.59,3.57
1787802066.8326237,32.45,3.48,3.68
1787802067.0253751,34.31,3.34,3.8
1787802067.1366096,36.24,3.19,3.93
1787802067.3374748,38.17,3.03,4.03
1787802067.539507,40.17,2.87,4.16
1787802067.8383937,42.18,2.68,4.26
1787802067.9496896,44.04,2.53,4.34
1787802068.1542497,45.99,2.35,4.46
1787802068.3575366,47.97,2.18,4.5
1787802068.55925,49.94,2.0,4.56
1787802068.8798594,51.93,1.81,4.63
1787802068.9753966,53.82,1.65,4.68
1787802069.1671557,55.86,1.44,4.77
1787802069.4661045,57.86,1.24,4.76
1787802069.701264,60.18,1.05,4.8
1787802069.77592,62.18,0.86,4.87
1787802069.9940705,64.12,0.64,4.87
1787802070.1850705,66.06,0.43,4.84
1787802070.3989353,67.99,0.29,4.91
1787802070.6036687,69.93,0.09,4.91
1787802070.816968,72.0,-0.15,4.89
1787802071.0174134,73.81,-0.3,4.86
1787802071.2199273,75.83,-0.5,4.85
1787802071.4893785,77.89,-0.73,4.83
1787802071.6299868,79.79,-0.93,4.79
1787802071.8315685,82.17,-1.09,4.78
1787802072.031049,84.12,-1.31,4.76
1787802072.2557054,86.16,-1.54,4.67
1787802072.4539979,88.05,-1.72,4.62
1787802072.6556468,89.92,-1.88,4.59
1787802072.8580484,91.97,-2.08,4.52
1787802073.062864,93.97,-2.25,4.42
1787802073.2778666,95.98,-2.43,4.34
1787802073.4729767,97.8,-2.58,4.27
1787802073.6816294,99.75,-2.77,4.18
1787802074.0046372,101.79,-2.93,4.08
1787802074.0873964,103.75,-3.11,4.0
1787802074.2868626,105.63,-3.24,3.93
1787802074.4941669,107.63,-3.41,3.81
1787802074.7003849,110.14,-3.63,3.67
1787802074.9473028,111.95,-3.76,3.53
1787802075.0975378,113.96,-3.9,3.41
1787802075.3148468,116.02,-4.06,3.27
1787802075.5148563,117.89,-4.19,3.12
1787802075.7148893,118.78,-4.26,3.06
1787802075.9275162,118.81,-4.27,3.05
1787802076.1323407,118.82,-4.28,3.05
1787802076.3314285,118.74,-4.22,3.1
1787802076.5378647,118.75,-4.28,3.16
1787802076.746319,118.92,-4.35,3.17
1787802076.942331,118.7,-4.31,3.21
1787802077.1491902,118.76,-4.28,3.2
1787802077.3650558,118.82,-4.3,3.12
1787802077.5176306,118.78,-4.35,3.08
1787802077.7686853,118.76,-4.32,3.1
1787802077.971592,118.86,-4.26,3.09
1787802078.1773324,118.82,-4.36,3.06
1787802078.3777778,118.83,-4.4,3.05
1787802078.50991,118.8,-4.42,2.99
1787802078.7952895,118.79,-4.42,3.02
1787802078.9981284,118.83,-4.46,2.97
1787802079.4113178,118.81,-4.51,2.99
1787802079.5389152,118.5,-4.48,3.02
1787802079.7361941,116.73,-4.37,3.13
1787802080.0241585,114.82,-4.23,3.28
1787802080.162066,112.71,-4.11,3.39
1787802080.4343247,110.62,-3.94,3.49
1787802080.6399753,108.72,-3.82,3.61
1787802080.762191,106.63,-3.68,3.74
1787802080.958189,104.6,-3.52,3.86
1787802081.182952,102.56,-3.37,3.97
1787802081.456833,100.6,-3.23,4.1
1787802081.5708656,98.5,-3.1,4.23
1787802081.8711004,96.54,-2.9,4.32
1787802081.981641,94.46,-2.73,4.42
1787802082.1878943,92.4,-2.59,4.48
1787802082.4795086,89.95,-2.36,4.58
1787802082.6837323,87.86,-2.16,4.64
1787802082.814093,86.36,-2.06,4.68
1787802083.014422,83.81,-1.84,4.77
1787802083.2269683,81.84,-1.62,4.82
1787802083.4859862,79.83,-1.45,4.87
1787802083.619861,77.8,-1.25,4.93
1787802083.813092,75.67,-1.03,4.93
1787802084.0371082,73.67,-0.85,5.02
1787802084.2355645,71.69,-0.67,5.05
1787802084.4585936,69.68,-0.52,5.04
1787802084.735467,67.73,-0.34,5.02
1787802084.8646388,65.65,-0.12,5.07
1787802085.1479802,63.68,0.05,5.07
1787802085.2726834,61.03,0.27,5.09
1787802085.4609818,58.98,0.51,5.05
1787802085.6384072,57.08,0.65,4.97
1787802085.9677672,54.88,0.85,4.96
1787802086.089291,52.93,1.04,4.95
1787802086.2484887,50.9,1.25,4.92
1787802086.4654586,48.87,1.4,4.83
1787802086.6307676,46.86,1.56,4.79
1787802086.9891355,44.9,1.76,4.75
1787802087.1121738,42.85,1.94,4.65
1787802087.3889554,40.76,2.1,4.57
1787802087.4701257,38.76,2.28,4.51
1787802087.7188022,36.69,2.46,4.39
1787802087.9316347,34.72,2.6,4.29
1787802088.1454751,32.65,2.76,4.18
1787802088.3294938,30.88,2.88,4.06
1787802088.4945102,30.94,2.87,4.07
1787802088.7342265,30.95,2.86,4.06
1787802088.9188857,30.95,2.85,4.05
1787802089.1402936,30.96,2.85,4.05
1787802089.351261,30.96,2.85,4.05
1787802089.4948063,32.16,2.76,4.12
1787802089.7656174,33.95,2.64,4.23
1787802089.9730573,35.91,2.47,4.33
1787802090.1686895,37.89,2.3,4.44
1787802090.3906574,39.77,2.14,4.5
1787802090.5575948,41.85,1.97,4.6
1787802090.7819898,43.74,1.79,4.67
1787802090.9609082,45.65,1.59,4.73
1787802091.2007377,48.08,1.35,4.8
1787802091.40291,49.83,1.21,4.87
1787802091.5700972,51.96,1.0,4.91
1787802091.818221,54.02,0.78,4.91
1787802092.111849,56.0,0.61,4.98
1787802092.2326899,57.77,0.43,4.99
1787802092.4268918,59.87,0.21,4.99
1787802092.5849068,61.74,-0.0,4.99
1787802092.8352923,63.5,-0.14,4.95
1787802093.0100963,66.12,-0.41,4.95
1787802093.1747344,68.18,-0.62,4.94
1787802093.5259473,70.15,-0.78,4.94
1787802093.6651795,71.84,-0.92,4.89
1787802093.79532,74.04,-1.15,4.87
1787802094.0659776,75.96,-1.33,4.84
1787802094.2752104,77.82,-1.5,4.79
1787802094.4734342,80.23,-1.73,4.7
1787802094.6999013,82.27,-1.93,4.65
1787802094.891267,84.19,-2.12,4.61
1787802095.052486,86.12,-2.3,4.53
1787802095.38458,88.0,-2.49,4.49
1787802095.5110252,89.96,-2.66,4.39
1787802095.7193992,91.97,-2.81,4.31
1787802095.917216,93.87,-2.96,4.24
1787802096.1149466,95.77,-3.16,4.13
1787802096.319847,98.31,-3.36,3.96
1787802096.5300038,100.26,-3.5,3.85
1787802096.7341027,102.22,-3.68,3.72
1787802096.9298525,104.19,-3.84,3.61
1787802097.132681,106.14,-3.98,3.49
1787802097.3335242,108.09,-4.13,3.36
1787802097.5492094,109.96,-4.29,3.24
1787802097.735,112.01,-4.41,3.1
1787802097.9434307,113.91,-4.53,2.98
1787802098.1523905,115.86,-4.65,2.81
1787802098.3855355,117.85,-4.77,2.67
