1787633972.629225,1921,0,0,0
1787633972.8395667,1927,0,0,0
1787633973.0352519,1928,0,0,0
1787633973.233915,1939,0,0,0
1787633973.4506176,1937,0,0,0
1787633973.6520653,1933,0,0,0
1787633973.85969,1935,0,0,0
1787633974.0596335,1938,0,0,0
1787633974.4628272,1931,0,0,0
1787633974.4766626,1938,0,0,0
1787633974.6781614,1936,0,0,0
1787633974.879829,1927,0,0,0
1787633975.0942223,1849,0,0,0
1787633975.27958,1834,0,0,0
1787633975.4985256,1789,0,0,0
1787633975.7755525,1737,0,0,0
1787633975.9421709,1706,0,0,0
1787633976.1385176,1668,0,0,0
1787633976.3205645,1635,0,0,0
1787633976.5204089,1593,0,0,0
1787633976.7506137,1562,0,0,0
1787633976.9396718,1524,0,0,0
1787633977.138418,1475,0,0,0
1787633977.360494,1442,0,0,0
1787633977.5607653,1400,0,0,0
1787633977.8117816,1366,0,0,0
1787633978.0103889,1310,0,0,0
1787633978.1806054,1268,0,0,0
1787633978.3906615,1211,0,0,0
1787633978.600656,1168,0,0,0
1787633978.780687,1116,0,0,0
1787633979.0436335,1082,0,0,0
1787633979.2185316,1039,0,0,0
1787633979.3938086,998,0,0,0
1787633979.650332,949,0,0,0
1787633979.8242035,906,0,0,0
1787633980.0203576,861,0,0,0
1787633980.27227,810,0,0,0
1787633980.4705894,752,0,0,0
1787633980.6505115,709,0,0,0
1787633980.835097,661,0,0,0
1787633981.039872,615,0,0,0
1787633981.2565298,567,0,0,0
1787633981.5007756,520,0,0,0
1787633981.6518888,477,0,0,0
1787633981.8703046,431,0,0,0
1787633982.059657,389,0,0,0
1787633982.2556365,416,0,0,0
1787633982.4802513,443,0,0,0
1787633982.7304406,450,0,0,0
1787633982.8719466,562,0,0,0
1787633983.1021948,816,0,0,0
1787633983.2982416,862,0,0,0
1787633983.477668,825,0,0,0
1787633983.6721385,788,0,0,0
1787633983.8782258,742,0,0,0
1787633984.0989912,702,0,0,0
1787633984.2934356,663,0,0,0
1787633984.540322,627,0,0,0
1787633984.719592,578,0,0,0
1787633984.9650822,543,0,0,0
1787633985.134016,500,0,0,0
1787633985.3203926,459,0,0,0
1787633985.510725,417,0,0,0
1787633985.72686,369,0,0,0
1787633985.9336383,325,0,0,0
1787633986.170391,285,0,0,0
1787633986.3406003,215,0,0,0
1787633986.5596867,169,0,0,0
1787633986.7614589,124,0,0,0
1787633987.0033433,75,0,0,0
1787633987.1707118,56,0,0,0
1787633987.3811703,103,0,0,0
1787633987.5715802,24,0,0,0
1787634044.8250475,1533,0,0,0
1787634045.0322363,1530,0,0,0
1787634045.1205919,1536,0,0,0
