unix_timestamp,yaw,pitch,roll
1788405820.4039037,3.59,-0.32,0.28
1788405820.598794,3.59,-0.33,0.28
1788405820.7941651,3.59,-0.33,0.28
1788405820.864995,3.59,-0.33,0.28
1788405821.2185042,3.59,-0.33,0.28
1788405821.41997,3.59,-0.32,0.28
1788405821.6199079,3.59,-0.33,0.28
1788405821.8050117,3.59,-0.33,0.28
1788405822.033679,3.59,-0.33,0.28
1788405822.194477,3.59,-0.33,0.28
1788405822.4479585,3.59,-0.33,0.28
1788405822.6485581,3.59,-0.32,0.28
1788405822.712274,3.59,-0.33,0.28
1788405886.748396,3.59,-0.31,0.28
1788405886.7670422,3.59,-0.31,0.28
1788405886.972329,3.59,-0.31,0.28
1788405887.1552024,3.59,-0.31,0.28
1788405887.3893173,3.59,-0.31,0.28
1788405887.7759109,3.59,-0.31,0.28
1788405887.9802642,3.59,-0.31,0.28
1788405888.1871293,3.59,-0.31,0.28
1788405888.3744245,3.59,-0.31,0.28
1788405888.5986097,3.59,-0.31,0.28
1788405888.6086814,3.59,-0.31,0.28
1788405889.001211,3.59,-0.31,0.28
1788405889.007872,3.59,-0.31,0.29
1788405889.2186284,3.59,-0.31,0.28
1788405889.5737708,3.59,-0.31,0.28
1788405889.6259935,3.59,-0.31,0.28
