unix_timestamp,esc_data
1783485161.9615996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783485162.019635,-2,1,-1,-2,11717,3223,27242,24477,1597044,1597045,1597041,1597042,0,0,0,0
1783485162.0603442,12,-15,-11,15,11790,3129,27181,24536,1597074,1597075,1597071,1597072,0,0,0,0
1783485162.1285632,24,-26,-21,22,12305,2664,26721,25017,1597104,1597105,1597101,1597102,0,0,0,0
1783485162.1797085,11,-12,-15,7,13493,1579,25654,26133,1597164,1597165,1597161,1597162,0,0,0,0
1783485162.2399735,7,-5,-4,9,13716,1350,25462,26407,1597194,1597195,1597191,1597192,0,0,0,0
1783485162.2796738,9,-12,-15,13,13911,1084,25253,26601,1597224,1597225,1597221,1597222,0,0,0,0
1783485162.3397388,22,-19,-32,20,14311,658,24744,27007,1597254,1597255,1597251,1597252,0,0,0,0
1783485162.3999052,14,-21,-23,26,14902,68,24141,27673,1597284,1597285,1597281,1597282,0,0,0,0
1783485162.439904,6,-15,-11,17,15283,32427,23638,28084,1597314,1597315,1597311,1597312,0,0,0,0
1783485162.5001018,9,-10,-15,10,15594,32153,23389,28371,1597344,1597345,1597341,1597342,0,0,0,0
1783485162.5400517,11,-18,-13,17,15951,31773,23124,28691,1597374,1597375,1597371,1597372,0,0,0,0
1783485162.6000586,20,-24,-25,16,16445,31301,22600,29155,1597404,1597405,1597401,1597402,0,0,0,0
1783485162.64006,19,-18,-17,21,17125,30766,21989,29817,1597434,1597435,1597431,1597432,0,0,0,0
1783485162.6990523,13,-16,-14,12,17545,30326,21540,30261,1597464,1597465,1597461,1597462,0,0,0,0
1783485162.739053,12,-8,-10,12,17808,30073,21284,30504,1597494,1597495,1597491,1597492,0,0,0,0
1783485162.8001423,20,-26,-15,22,18222,29584,20959,30831,1597524,1597525,1597521,1597522,0,0,0,0
1783485162.8397675,21,-22,-28,21,18800,28986,20322,31427,1597554,1597555,1597551,1597552,0,0,0,0
1783485162.9000392,20,-25,-17,20,19515,28394,19565,32138,1597584,1597585,1597581,1597582,0,0,0,0
1783485162.939915,12,-7,-13,18,19917,27935,19085,32634,1597614,1597615,1597611,1597612,0,0,0,0
1783485162.9996264,7,-17,-10,4,20179,27691,18836,101,1597644,1597645,1597641,1597642,0,0,0,0
1783485163.0398967,18,-23,-18,21,20581,27191,18509,483,1597674,1597675,1597671,1597672,0,0,0,0
1783485163.0996366,25,-26,-24,23,21175,26575,17826,1086,1597704,1597705,1597701,1597702,0,0,0,0
1783485163.1608047,22,-26,-33,25,21947,25886,17063,1872,1597734,1597735,1597731,1597732,0,0,0,0
1783485163.2000556,18,-14,-14,14,22463,25431,16531,2311,1597764,1597765,1597761,1597762,0,0,0,0
1783485163.260281,9,-9,-15,6,22826,25095,16231,2624,1597794,1597795,1597791,1597792,0,0,0,0
1783485163.2996557,16,-17,-21,14,23186,24675,15886,3025,1597824,1597825,1597821,1597822,0,0,0,0
1783485163.3647623,31,-29,-26,20,23729,24104,15258,3604,1597854,1597855,1597851,1597852,0,0,0,0
1783485163.4203143,17,-19,-7,16,25060,22806,13925,4984,1597914,1597915,1597911,1597912,0,0,0,0
1783485163.479623,9,-15,-11,9,25448,22422,13571,5347,1597944,1597945,1597941,1597942,0,0,0,0
1783485163.5197358,16,-16,-23,16,25780,22018,13183,5663,1597974,1597975,1597971,1597972,0,0,0,0
1783485163.5800085,30,-29,-23,33,26447,21303,12615,6414,1598004,1598005,1598001,1598002,0,0,0,0
1783485163.6207805,27,-29,-35,27,27172,20598,11786,7138,1598034,1598035,1598031,1598032,0,0,0,0
1783485163.6809347,18,-21,-22,17,27792,19987,11123,7784,1598064,1598065,1598061,1598062,0,0,0,0
1783485163.7204504,15,-11,-20,8,28164,19580,10713,8181,1598094,1598095,1598091,1598092,0,0,0,0
1783485163.7812018,16,-26,-19,18,28573,19125,10367,8595,1598124,1598125,1598121,1598122,0,0,0,0
1783485163.8216093,24,-24,-31,24,29148,18482,9819,9177,1598154,1598155,1598151,1598152,0,0,0,0
1783485163.880853,30,-28,-30,29,29979,17713,8988,10017,1598184,1598185,1598181,1598182,0,0,0,0
1783485163.9409306,15,-18,-20,25,30630,17081,8267,10712,1598214,1598215,1598211,1598212,0,0,0,0
1783485163.9805312,13,-14,-15,13,31060,16636,7856,11228,1598244,1598245,1598241,1598242,0,0,0,0
1783485164.0411575,12,-19,-14,10,31399,16239,7550,11607,1598274,1598275,1598271,1598272,0,0,0,0
1783485164.0812497,33,-32,-26,37,32022,15568,6923,12242,1598304,1598305,1598301,1598302,0,0,0,0
1783485164.1417165,31,-29,-35,38,109,14734,6077,13216,1598334,1598335,1598331,1598332,0,0,0,0
1783485164.1811535,15,-25,-16,20,794,14026,5351,13995,1598364,1598365,1598361,1598362,0,0,0,0
1783485164.2409244,10,-12,-11,11,1196,13644,5008,14512,1598394,1598395,1598391,1598392,0,0,0,0
1783485164.2807539,18,-22,-14,11,1581,13156,4714,14852,1598424,1598425,1598421,1598422,0,0,0,0
1783485164.3421686,26,-24,-35,37,2207,12484,4100,15506,1598454,1598455,1598451,1598452,0,0,0,0
1783485164.401733,32,-18,-30,30,3134,11690,3202,16455,1598484,1598485,1598481,1598482,0,0,0,0
1783485164.4422655,25,-25,-6,20,3848,10978,2531,17231,1598514,1598515,1598511,1598512,0,0,0,0
1783485164.501851,6,-12,-15,15,4349,10435,2226,17698,1598544,1598545,1598541,1598542,0,0,0,0
1783485164.5416267,12,-19,-15,17,4689,10036,1873,18136,1598574,1598575,1598571,1598572,0,0,0,0
1783485164.6016104,30,-20,-26,31,5321,9391,1219,18701,1598604,1598605,1598601,1598602,0,0,0,0
1783485164.6413913,24,-30,-27,26,6062,8748,512,19472,1598634,1598635,1598631,1598632,0,0,0,0
1783485164.7008314,-43,58,90,-101,6065,8889,694,19218,1598664,1598665,1598661,1598662,0,0,0,0
1783485164.7624536,-48,62,41,-57,4307,10855,3200,16359,1598694,1598695,1598691,1598692,0,0,0,0
1783485164.8008301,-20,12,16,-20,3602,11428,3638,15711,1598724,1598725,1598721,1598722,0,0,0,0
1783485164.8662758,-11,8,15,5,3287,11714,3970,15683,1598754,1598755,1598751,1598752,0,0,0,0
1783485164.9012768,-7,3,12,-6,3134,11895,4255,15683,1598784,1598785,1598781,1598782,0,0,0,0
1783485164.9612768,-14,9,9,-15,2950,12125,4455,15476,1598814,1598815,1598811,1598812,0,0,0,0
1783485165.000882,-16,19,16,-15,2534,12472,4781,15115,1598844,1598845,1598841,1598842,0,0,0,0
1783485165.0622516,-14,6,9,-20,2133,12810,5180,14724,1598874,1598875,1598871,1598872,0,0,0,0
1783485165.1014538,-9,12,15,-9,1804,13037,5466,14327,1598904,1598905,1598901,1598902,0,0,0,0
1783485165.163082,-7,16,6,-7,1578,13267,5647,14116,1598934,1598935,1598931,1598932,0,0,0,0
1783485165.201933,-17,14,6,-6,1338,13555,5841,13914,1598964,1598965,1598961,1598962,0,0,0,0
1783485165.2611175,-15,16,14,-17,999,13933,6189,13561,1598994,1598995,1598991,1598992,0,0,0,0
1783485165.3011425,-21,10,13,-17,596,14326,6638,13097,1599024,1599025,1599021,1599022,0,0,0,0
1783485165.3631933,-12,14,13,9,241,14701,6993,12787,1599054,1599055,1599051,1599052,0,0,0,0
1783485165.4221213,-8,8,5,-6,21,14937,7243,12574,1599084,1599085,1599081,1599082,0,0,0,0
1783485165.4614017,-12,7,9,-14,32581,15164,7487,12383,1599114,1599115,1599111,1599112,0,0,0,0
1783485165.5208664,-20,15,17,-20,32185,15567,7841,12016,1599144,1599145,1599141,1599142,0,0,0,0
1783485165.561192,-11,22,18,-19,31625,16029,8272,11565,1599174,1599175,1599171,1599172,0,0,0,0
1783485165.62113,-13,7,19,-13,31237,16367,8742,11150,1599204,1599205,1599201,1599202,0,0,0,0
1783485165.6621282,-10,8,5,-8,30973,16661,9050,10824,1599234,1599235,1599231,1599232,0,0,0,0
1783485165.7238076,-9,15,11,-8,30733,16910,9265,10575,1599264,1599265,1599261,1599262,0,0,0,0
1783485165.760806,-15,21,14,-17,30354,17294,9640,10261,1599294,1599295,1599291,1599292,0,0,0,0
1783485165.821959,-27,15,13,-15,29844,17743,10137,9795,1599324,1599325,1599321,1599322,0,0,0,0
1783485165.8621404,-20,12,9,-16,29328,18108,10540,9335,1599354,1599355,1599351,1599352,0,0,0,0
1783485165.9220498,-12,5,5,-10,29006,18368,10861,9061,1599384,1599385,1599381,1599382,0,0,0,0
1783485165.9612644,-11,11,9,-7,28774,18607,11186,8872,1599414,1599415,1599411,1599412,0,0,0,0
1783485166.0219483,-13,19,19,-18,28448,18967,11569,8562,1599444,1599445,1599441,1599442,0,0,0,0
1783485166.0611417,-18,3,20,-19,27996,19539,12050,8105,1599474,1599475,1599471,1599472,0,0,0,0
1783485166.1228719,-17,15,12,-17,27533,19950,12552,7670,1599504,1599505,1599501,1599502,0,0,0,0
1783485166.1620805,-8,12,1,-11,27203,20225,12808,7353,1599534,1599535,1599531,1599532,0,0,0,0
1783485166.2214217,-10,12,4,-8,26932,20432,12987,7131,1599564,1599565,1599561,1599562,0,0,0,0
1783485166.2801428,-19,16,17,-12,26032,21233,13830,6334,1599624,1599625,1599621,1599622,0,0,0,0
1783485166.3212337,-12,12,12,-10,25601,21655,14328,5866,1599654,1599655,1599651,1599652,0,0,0,0
1783485166.3835263,-6,5,9,-7,25354,21917,14601,5623,1599684,1599685,1599681,1599682,0,0,0,0
1783485166.4234042,-9,11,10,-17,25093,22142,14809,5411,1599714,1599715,1599711,1599712,0,0,0,0
1783485166.4830182,-19,21,14,-21,24641,22515,15172,5019,1599744,1599745,1599741,1599742,0,0,0,0
1783485166.5220077,-17,14,20,-17,24156,23053,15666,4509,1599774,1599775,1599771,1599772,0,0,0,0
1783485166.5811906,-14,10,11,-21,23691,23436,16133,4102,1599804,1599805,1599801,1599802,0,0,0,0
1783485166.6415417,-9,9,14,-10,23424,23732,16442,3759,1599834,1599835,1599831,1599832,0,0,0,0
1783485166.6812835,-7,9,10,-9,23242,23997,16670,3550,1599864,1599865,1599861,1599862,0,0,0,0
1783485166.742827,-23,11,19,-13,22911,24343,17067,3277,1599894,1599895,1599891,1599892,0,0,0,0
1783485166.7806687,-16,22,11,-24,22367,24834,17500,2766,1599924,1599925,1599921,1599922,0,0,0,0
1783485166.8420653,-11,9,12,-13,21964,25319,17972,2302,1599954,1599955,1599951,1599952,0,0,0,0
1783485166.9022732,-10,10,7,-8,21675,25596,18291,2015,1599984,1599985,1599981,1599982,0,0,0,0
1783485166.9409487,-10,12,12,17,21449,25810,18495,1800,1600014,1600015,1600011,1600012,0,0,0,0
1783485167.0010924,-11,21,22,-17,21093,26156,18790,1441,1600044,1600045,1600041,1600042,0,0,0,0
1783485167.0419357,-24,17,21,-20,20590,26656,19308,963,1600074,1600075,1600071,1600072,0,0,0,0
1783485167.1021771,-11,13,14,-17,20067,27004,19746,537,1600104,1600105,1600101,1600102,0,0,0,0
1783485167.1418445,-10,11,5,-12,19820,27334,20032,236,1600134,1600135,1600131,1600132,0,0,0,0
1783485167.202026,-11,17,5,-12,19656,27655,20240,46,1600164,1600165,1600161,1600162,0,0,0,0
1783485167.242206,-21,15,17,-14,19287,28016,20608,32469,1600194,1600195,1600191,1600192,0,0,0,0
1783485167.3003013,-17,19,24,-34,18740,28573,21112,31849,1600224,1600225,1600221,1600222,0,0,0,0
1783485167.3409383,-14,3,13,-10,18336,28963,21607,31426,1600254,1600255,1600251,1600252,0,0,0,0
1783485167.402448,-13,8,4,-3,18057,29133,21864,31207,1600284,1600285,1600281,1600282,0,0,0,0
1783485167.4406943,-13,6,4,-9,17842,29324,22020,31052,1600314,1600315,1600311,1600312,0,0,0,0
1783485167.500959,-12,15,12,-21,17472,29715,22302,30681,1600344,1600345,1600341,1600342,0,0,0,0
1783485167.5624979,-21,22,20,-23,16953,30327,22833,30130,1600374,1600375,1600371,1600372,0,0,0,0
1783485167.6022902,-13,13,14,-17,16479,30790,23326,29571,1600404,1600405,1600401,1600402,0,0,0,0
1783485167.660178,-7,10,6,-7,16242,31052,23581,29271,1600434,1600435,1600431,1600432,0,0,0,0
1783485167.701049,-10,5,3,-4,16071,31258,23737,29129,1600464,1600465,1600461,1600462,0,0,0,0
1783485167.7613254,-24,15,14,-14,15686,31581,24078,28798,1600494,1600495,1600491,1600492,0,0,0,0
1783485167.801228,-22,19,18,-23,15148,32163,24598,28250,1600524,1600525,1600521,1600522,0,0,0,0
1783485167.8625224,-12,8,14,-15,14698,32588,25118,27828,1600554,1600555,1600551,1600552,0,0,0,0
1783485167.9022887,-6,9,-2,-8,14392,71,25441,27512,1600584,1600585,1600581,1600582,0,0,0,0
1783485167.9606373,-4,14,7,-13,14210,314,25617,27287,1600614,1600615,1600611,1600612,0,0,0,0
1783485168.0023098,-13,19,15,-21,13916,695,25909,26935,1600644,1600645,1600641,1600642,0,0,0,0
1783485168.0635877,-25,32,21,-23,13409,1220,26473,26432,1600674,1600675,1600671,1600672,0,0,0,0
1783485168.1015863,-19,11,13,-17,12871,1728,26913,25901,1600704,1600705,1600701,1600702,0,0,0,0
1783485168.161627,-8,5,12,-3,12593,1990,27214,25644,1600734,1600735,1600731,1600732,0,0,0,0
1783485168.2018392,-4,-3,5,-6,12449,2102,27369,25536,1600764,1600765,1600761,1600762,0,0,0,0
1783485168.2622013,2,0,-4,0,12383,2156,27446,25484,1600794,1600795,1600791,1600792,0,0,0,0
1783485168.3023357,-2,-2,-1,0,12377,2159,27456,25475,1600824,1600825,1600821,1600822,0,0,0,0
1783485168.361473,0,0,0,-3,12421,2115,27413,25509,1600854,1600855,1600851,1600852,0,0,0,0
1783485168.4220314,3,-8,-3,4,12505,2043,27329,25574,1600884,1600885,1600881,1600882,0,0,0,0
1783485168.4619849,1,-8,-7,0,12609,1939,27217,25658,1600914,1600915,1600911,1600912,0,0,0,0
1783485168.5219846,7,-6,-9,2,12730,1806,27086,25763,1600944,1600945,1600941,1600942,0,0,0,0
1783485168.562081,1,-10,-4,5,12862,1641,26948,25888,1600974,1600975,1600971,1600972,0,0,0,0
1783485168.623683,6,-6,-8,9,13005,1473,26808,26029,1601004,1601005,1601001,1601002,0,0,0,0
1783485168.6627095,6,-11,-7,0,13157,1319,26682,26172,1601034,1601035,1601031,1601032,0,0,0,0
