unix_timestamp,x,y,z
1783485162.9000392,0.0,0.0,0.0
1783485163.9204822,0.10269,-0.03325,0.0
1783485164.9402573,0.14263,-0.04234,0.0
1783485165.9612644,0.08208,-0.0226,0.0
1783485166.981815,0.01519,0.00058,0.0
1783485168.0023098,-0.0498,0.02224,0.0
